otel_adi,yorum,yorum_basligi,puan,yorum_tarihi,konum,konaklama_tarihi,seyahat_turu,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,musteri_toplam_yorum_sayisi
Green Bay Resort & Spa,"Değerli misafirimiz Denizo07, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Harika Bir Tatil,5,Nis 2023,,Nisan 2023,,,,,,,2 katkı
Green Bay Resort & Spa,"Değerli misafirimiz MEHMETTC574UV, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Bayram tatili memnuniyeti,5,Nis 2023,"İzmir, Türkiye",Nisan 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Çalışanlar aşırı pozitif, tatilimiz boyunca çok ilgililerdi. Eğlence harika ve bayramın 1. Günü sahne alan canlı müzik ekibinin sesi harikaydı. Yemekler genel olara bol çeşitli ve lezzetliydi. Özellikle tatlılara bayıldık. Animasyon ekibine de ayrıca ilgi alakadan dolayı teşekkür ederiz, keyifli vakit geçirmemizi sağladılar. Herşeyiyle harika bir tatildi. Antalya’daki otellere kıyasla ciddi bir fark var. Tüm çalışanlara sonsuz teşekkürler.",Harika bir bayram tatili!!,5,Nis 2023,,Nisan 2023,Aileyle seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Değerli misafirimiz A1117AJmervek, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Yaz tatilimiz için yeni rota oluşturuldu,5,Nis 2023,,Nisan 2023,,,,,,,1 katkı
Green Bay Resort & Spa,4 gece kaldım odayı istediğimiz şekilde ayarlayıp verdiler otel de güzel karşılandık harika 4 gece geçirdim . Yemekler de çok lezzetliydi etkinlikler ve çalışanlar ayrı bir renk katıyor özellikle animasyon ekibinden alex gözde ve bar çalışanlarından Şahin bey . Ve ismini unuttuğum bir abi vardı snack tarafından çalışan hepsine tekrar teşekkür ediyorum. Bir dahaki gelişimde tercih edeceğim ilk yer,Çok iyi,5,Nis 2023,,Nisan 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Felahb2017, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Bayram tatili için güzel sakın bir tatil oldu beklentilerimin üstüne herkese tavsiye ediyorum,5,Nis 2023,,Nisan 2023,Arkadaşlarla seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Değerli misafirimiz J7742QCmuratd, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel tatil,5,Nis 2023,,Nisan 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Arzud996, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Keyifli tatil,5,Nis 2023,,Nisan 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Bu yıl buraya tatil için ikinci gelişimiz ve yine çok memnun kaldık. Bu yıl yapılan yenilikler memnuniyetimizi ayrıca artırdı. Yemek menüleri çok güzeldi. Servis yapan arkadaşlar özenli,güleryüzlüydü. Animasyon ekibinin faaliyetleri keyifliydi. Biz çocuklu bir aileyiz, mini clubte çok vakit geçirdik, o arkadaşlara da çok teşekkürler. Her şey için teşekkürler Crystal ailesi.",Ailecek keyifli tatil,5,Nis 2023,,Nisan 2023,,,,,,,3 katkı
Green Bay Resort & Spa,"Sezon açılışına geldiğimiz için biraz tereddüt ettik lakin az misafir olmasına rağmen aile ortamı oluştu bizim için. Çocuğumuzun doğum günü için yapılan sürpriz çok hoşumuza gitti. Yemek menüsü geçen yıla göre değişmiş ve bizce daha iyi olmuş. Çocuklu aileler için çocuk kulübü çalışanı arkadaşlara (sezin ve teslime) çocuklarınızı gözü kapalı emanet edebilirsiniz. Geçen yıla göre bu yıl odalar daha iyi, yenilenmişti. Canlı müzik çok güzeldi, animasyon ekibine de ayrıca teşekkür ediyorum. Ahmet beye oda konusunda göstermiş olduğu ilgiden dolayı çok teşekkür ederim. Fnb çalışanı Ali Tuncel ve Emir Tolga Ergün arkadaşların ilgisi için de ayrıca teşekkür ediyoruz. Genel olarak Crsytal ailesine teşekkür ederiz, bizin ikinci tatilimizdi yine aynı memnuniyeti yaşadık.",Memnuniyettt,5,Nis 2023,,Nisan 2023,,,,,,,3 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Berfin Y, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Çok Keyifli,5,Nis 2023,,Nisan 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Nazif Y, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Mükemmell..,5,Nis 2023,,Nisan 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Kader D, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel..,5,Nis 2023,,Nisan 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otelin etrafı çam ağaçlarıyla çevrili doğası tam anlamıyla bir harika. Barlarda çıkın kokteyller oldukça başarılıydı hepsinin de yüzleri gülüyordu işlerini severek yaptıkları belli. Restoran kısmında ise çok güzel ala carte servisi aldık çalışan garson arkadaşlar çok ilgi ve alakalılardı.çok tatil yaptık ama F&b ekibinin bu kadar ilgisiyle hiç bir otelde karşılaşmadık hepsinin emeğine sağlık. Görüşmek dileğiyle.,Harika bir tatil:)))),5,Nis 2023,"Adana, Türkiye",Nisan 2023,Çift olarak seyahat etti,,,,,,21 katkı
Green Bay Resort & Spa,"Otel için en önemli avantaj lokasyonudur. Sahile sıfır olması, denizinin temiz ve dalgalı olmaması otel için kesinlikle avantaj. Temizlik konusunda gözlemlediğimiz kadarı ile personeller son derece duyarlıydı. Odalara günlük temizliğe giriliyor.Personele ayrı bir parantez açmak isterim;tüm personel son derece ilgili idi. Güzel bir tatil geçirdik;Herkese tavsiye ediyorum.",Güzel bir lokasyon,5,Nis 2023,,Nisan 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Ramazan Y, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Harika,5,Nis 2023,,Ekim 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Gülgün Ö, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",...,5,Nis 2023,,Ağustos 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Yeter K, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Crystal kalitesi,5,Mar 2023,,Eylül 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Serhat, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",mükemmelll,5,Mar 2023,,Eylül 2022,,,,,,,4 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Hasan T, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel ve huzurlu tatil,5,Mar 2023,,Eylül 2022,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Servan G, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Temiz,5,Mar 2023,,Ekim 2022,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Sevil, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",tekrardan geleceğiz,5,Mar 2023,,Eylül 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Ummuhan, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Kaliteli hizmet kaliteli tatil,5,Mar 2023,,Eylül 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Navigate56514268567, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Ailecek çok eğlendik,5,Mar 2023,,Eylül 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Ömürcan, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",çocuklar çok beğendi,5,Mar 2023,,Ekim 2022,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Emel,, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Kaliteli,5,Mar 2023,,Eylül 2022,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Berkay O, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Harika balayı,5,Mar 2023,,Eylül 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz İbrahim K, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",.,5,Mar 2023,,Ağustos 2022,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Sinan Ö, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Superrr,5,Mar 2023,,Ekim 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Hayri T, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Sessiz güzel,5,Mar 2023,,Ağustos 2022,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz , Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar,sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel tatil,5,Mar 2023,,Ekim 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otel üç tarafı meşe ağaçlarıyla çevrili harika bir koy içine konumlanmış sessiz saklı bir cennet Deniz çarşaf gibi ve dalga hiç yok biz çok sevdik ve çocuklar adete havuzu bile kullanmak istemedi Günün her saati yiyecek ve içecek bulmak mümkün ve yiyecek içecek kalitesi gayet güzel Aktiviteler çok güzeldi favorimiz yoga ve zumba oldu 😀 Tekrar kesinlikle gelmek isteyecegimiz bir yer Herkese çok teşekkürler,Saklı cennet,5,Mar 2023,,Ekim 2022,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Amed Sömer, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar,sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Cana yakın personel,5,Mar 2023,,Eylül 2022,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli Misafirimiz Cenan Z Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar,sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel tatil mükemmel tesis,5,Mar 2023,,Eylül 2022,Aileyle seyahat etti,,,,,,1 katkı
